p2train-0	他们觉得父母的行为方式和价值观念太不老了	他们觉得父母的行为方式和价值观念太老了
p2train-1000	可是有的方面是确定是难	可是有的方面确定是难
p2train-1001	我认为不挨饿是对人们来说是最重要的	我认为不挨饿是对人们来说最重要的
p2train-1002	是她让我有一股要强大的信心去面对未来的一切障碍	是她让我有一股强大的信心去面对未来的一切障碍
p2train-1003	最重要的是互相努力的	最重要的是互相努力
p2train-1004	孩子们他们都不会做在生活上最基本的事	孩子们他们都不会做生活上最基本的事
p2train-1005	她是个我的理想的女性之一	她是我的理想的女性之一
p2train-1006	而只是从爱好而已	而只是爱好而已
p2train-1007	这种三个人恐怕达不到真理	这三个人恐怕达不到真理
p2train-1008	可是这些个别的地方来不能以点代全	可是这些个别的地方不能以点代全
p2train-1009	我像母亲的部分是喜欢做饭的	我像母亲的部分是喜欢做饭
p2train-1010	我到山上的路不好	到山上的路不好
p2train-1011	所以发生了冲击	发生了冲击
p2train-1012	如果把这个根本原因没有了	如果这个根本原因没有了
p2train-1013	男女分班也可以了	男女分班也可以
p2train-1014	现代人认为爱情不是只美的	现代人认为爱情不是美的
p2train-1015	我给了你们打了电话	我给你们打了电话
p2train-1016	其他两个和尚也如此一样可以是任何人	其他两个和尚也一样可以是任何人
p2train-1017	由以上可见父母对孩子的身心的成长有多莫大的影响	由以上可见父母对孩子的身心的成长有莫大的影响
p2train-1018	这种的看法是根本不行的	这种看法是根本不行的
p2train-1019	全世界社会里不管什么国家都有很多吸烟者	全世界不管什么国家都有很多吸烟者
p2train-1020	但是我认为虽然流行歌曲也有弊端	我认为虽然流行歌曲也有弊端
p2train-1021	样样都觉得好新鲜的	样样都觉得好新鲜
p2train-1022	为了当广告设计师	当广告设计师
p2train-1023	可是很有意思了	可是很有意思
p2train-1024	在班里中的成绩每次前十名中	在班里的成绩每次前十名中
p2train-1025	我爸总是吸烟了	我爸总是吸烟
p2train-1026	所以市政府也要采取了惩罚的方法	所以市政府也要采取惩罚的方法
p2train-1027	我们才发现了谁也没买蛋糕	我们才发现谁也没买蛋糕
p2train-1028	这世界上只有了一点的绿色食品	这世界上只有一点的绿色食品
p2train-1029	我从高中1年级时开始了吸烟	我从高中1年级时开始吸烟
p2train-1030	我也自己觉得我真不好	我也觉得我真不好
p2train-1031	我们也是中文系里的同班同学	我们是中文系里的同班同学
p2train-1032	育有三名小孩	有三名小孩
p2train-1033	累得几乎要命	累得要命
p2train-1034	家庭负担就落在我本人身上	家庭负担就落在我身上
p2train-1035	那儿你们紧紧地抱着我说道：谢谢	你们紧紧地抱着我说道：谢谢
p2train-1036	无用噪声指为那些伴随着生产活动发生的噪声	无用噪声指那些伴随着生产活动发生的噪声
p2train-1037	语言对我们来说是个很重要的工作工具	语言对我们来说是个很重要的工具
p2train-1038	由于烟会伤害人们的健康与自然环境	烟会伤害人们的健康与自然环境
p2train-1039	还对自然环境也有很大的危害	对自然环境也有很大的危害
p2train-1040	在语言上有了不少问题	在语言上有不少问题
p2train-1041	反而没有水喝了的	反而没有水喝了
p2train-1042	人类也是一个动物	人类也是动物
p2train-1043	各门的科学知识都得到前所末有的大发展	各门科学知识都得到前所末有的大发展
p2train-1044	我真讨厌了他的这些行动	我真讨厌他的这些行动
p2train-1045	针对在公共场所边走边抽烟者将受到罚款	在公共场所边走边抽烟者将受到罚款
p2train-1046	只不过最近忙得不过来	只不过最近忙不过来
p2train-1047	广告设计师和司机等工作人员之职位	广告设计师和司机等工作人员
p2train-1048	广告设计将是更吸引人	广告设计将更吸引人
p2train-1049	我自费地来中国学习	我自费来中国学习
p2train-1050	对这个看法来说	对这个看法
p2train-1051	我们都知道吸烟对健康和公众利益有多少的害处	我们都知道吸烟对健康和公众利益有多少害处
p2train-1052	特别是人多的地方抽烟者当然可多了	特别是人多的地方抽烟者可多了
p2train-1053	记对我影响最大的一个人是我父亲	对我影响最大的一个人是我父亲
p2train-1054	这次我不顾他不太愿意让我看他其贫穷的家	这次我不顾他不太愿意让我看他贫穷的家
p2train-1055	我妈肯定担心对我有什么事	我妈肯定担心我有什么事
p2train-1056	那过几天我打电话	过几天我打电话
p2train-1057	谢谢您的时间	谢谢您
p2train-1058	食品是对于人体有直接的影响	食品对于人体有直接的影响
p2train-1059	但很有效用的	但很有效的
p2train-1060	本人刚到中国之后	本人到中国之后
p2train-1061	父母会告诉孩子为什么为什么七个小精灵会帮助白雪公主	父母会告诉孩子为什么七个小精灵会帮助白雪公主
p2train-1062	这就是人从模仿起开始	这就是人从模仿开始
p2train-1063	我能帮助你们生活持续下去	我能帮助你们生活下去
p2train-1064	因此我认为消除这种代沟的最好的办法就是多点谈谈	因此我认为消除这种代沟的最好的办法就是多谈谈
p2train-1065	我们要求的事情很多的	我们要求的事情很多
p2train-1066	因为呢	因为
p2train-1067	还有另人学中文的目的是跟中国进行贸易等等	还有人学中文的目的是跟中国进行贸易等等
p2train-1068	人们要记得为大家的对自己也有好处	人们要记得为大家对自己也有好处
p2train-1069	对他们的烟的影响是非常巨大的	对他们的影响是非常巨大的
p2train-1070	就是晚上11点以后不卖烟草（在日本在路上有许多自动售货机）和不允许将烟草卖给未成年人	就是晚上11点以后不卖烟草（在日本路上有许多自动售货机）和不允许将烟草卖给未成年人
p2train-1071	我打算今年暑假也会在那里打工	我打算今年暑假也在那里打工
p2train-1072	可以取帮助她自杀	可以帮助她自杀
p2train-1073	我十年级的时候我有一个要好的女朋友和许多男朋友	十年级的时候我有一个要好的女朋友和许多男朋友
p2train-1074	可是吸烟者应该知道吸烟不仅是对自己的健康不好	可是吸烟者应该知道吸烟不仅对自己的健康不好
p2train-1075	学习汉语的目的有许多原因	学习汉语的目的有许多
p2train-1076	只有两个人一开始生活美满	两个人一开始生活美满
p2train-1077	我跟父母学什么是呢	我跟父母学什么呢
p2train-1078	我妈妈一知道我在外边跟别人吵架时	我妈妈一知道我在外边跟别人吵架
p2train-1079	一开始以前	一开始
p2train-1080	而且不想按照他们的要求来去生活	而且不想按照他们的要求来生活
p2train-1081	其实她已经给了家人增加了痛苦	其实她已经给家人增加了痛苦
p2train-1082	不变地支持我了	不变地支持我
p2train-1083	代沟问题的存在都是因为我们作家长的惯于摆家长的架子	代沟问题的存在都是因为我们作家长惯于摆家长的架子
p2train-1084	也很爱吃的	也很爱吃
p2train-1085	我非常伤心了	我非常伤心
p2train-1086	大家希望解决在全世界的挨饿问题	大家希望解决全世界的挨饿问题
p2train-1087	父母是决定于孩子的人生的重要的人	父母是决定孩子的人生的重要的人
p2train-1088	便是玩促迷藏的游戏了	便是促迷藏的游戏了
p2train-1089	能够有这份深层认识的	能够有这份深层认识
p2train-1090	而不是经过了几个月的认识后便盲目拜上堂	而不是经过了几个月的认识后便盲目拜堂
p2train-1091	父母给孩子的影响确实很大的	父母给孩子的影响确实很大
p2train-1092	我们应该看周围的情况为主	我们应该看周围的情况
p2train-1093	我从小孩子爱画画儿	我从小爱画画儿
p2train-1094	不过我现在竟明白了	不过我现在明白了
p2train-1095	能了解子女的	能了解子女
p2train-1096	人类的要求程度也高多了	人类的要求也高多了
p2train-1097	可是实际上还没得到成功的程度	可是实际上还没到成功的程度
p2train-1098	这也是学习的	这也是学习
p2train-1099	在我们周围上	在我们周围
p2train-1100	他们会面对不同性别和性格的人工作	他们会面对不同性别和性格的人
p2train-1101	第一个和尚见到了新来的和尚之后感到了非常高兴	第一个和尚见到了新来的和尚之后感到非常高兴
p2train-1102	我却不明白他的感情和他的冷淡的行为	我不明白他的感情和他的冷淡的行为
p2train-1103	我来到了南京之前	我来到南京之前
p2train-1104	如果一个人缺乏对异性的了解时	如果一个人缺乏对异性的了解
p2train-1105	有时候小孩突然会说出一句特别不象孩子的说的话	有时候小孩突然会说出一句特别不象孩子说的话
p2train-1106	后面才能有更加的光辉的路	后面才能有更加光辉的路
p2train-1107	要不能忽视的是“绿色食品”的产量会大大降低	不能忽视的是“绿色食品”的产量会大大降低
p2train-1108	到目前来	到目前
p2train-1109	现在没有您的话	没有您的话
p2train-1110	和尚A喝水喝得很香的	和尚A喝水喝得很香
p2train-1111	我对您的公司有兴趣了	我对您的公司有兴趣
p2train-1112	他们只过节时回家了	他们只过节时回家
p2train-1113	我在这行有了五年的经验了	我在这行有五年的经验了
p2train-1114	首先看看情况吧	先看看情况吧
p2train-1115	可以平平安安快快乐乐的去	可以平平安安快快乐乐的
p2train-1116	那么从我个人的意见就是赞同“绿色食品”	那么我个人的意见就是赞同“绿色食品”
p2train-1117	我总会不禁地忆起先父	我总会不禁忆起先父
p2train-1118	我要努力的	我要努力
p2train-1119	经过以后更多的事情后我才能明白当时我为了什么学习汉语	经过更多的事情后我才能明白当时我为了什么学习汉语
